vehicle_id,customer_id,make,model,v_year,color,interior_color,miles,v_condition,repair_cost,book_price,sale_price,issue_log
243,53,Lincoln,Navigator,2002,Green,Indigo,124925,0,2740.96,72705.32,156316.438,"NAM NULLA. INTEGER PEDE JUSTO, LACINIA EGET, TINCIDUNT EGET, TEMPUS VEL, PEDE. MORBI PORTTITOR LOREM ID LIGULA. SUSPENDISSE ORNARE CONSEQUAT LECTUS. IN EST RISUS, AUCTOR SED, TRISTIQUE IN, TEMPUS SIT AMET, SEM. FUSCE CONSEQUAT. NULLA NISL. NUNC NISL."
244,7,Volvo,S60,2012,Violet,Violet,291225,0,7730.5,10132.16,21784.144,"DONEC SEMPER SAPIEN A LIBERO. NAM DUI. PROIN LEO ODIO, PORTTITOR ID, CONSEQUAT IN, CONSEQUAT UT, NULLA."
245,9,Audi,TT,2003,Blue,Orange,187860,2,268.24,91145.11,195961.9865,ETIAM PRETIUM IACULIS JUSTO. IN HAC HABITASSE PLATEA DICTUMST. ETIAM FAUCIBUS CURSUS URNA. UT TELLUS. NULLA UT ERAT ID MAURIS VULPUTATE ELEMENTUM. NULLAM VARIUS. NULLA FACILISI.
246,49,Mitsubishi,Galant,2005,Green,Violet,238916,0,6197.74,99032.96,212920.864,"AENEAN AUCTOR GRAVIDA SEM. PRAESENT ID MASSA ID NISL VENENATIS LACINIA. AENEAN SIT AMET JUSTO. MORBI UT ODIO. CRAS MI PEDE, MALESUADA IN, IMPERDIET ET, COMMODO VULPUTATE, JUSTO. IN BLANDIT ULTRICES ENIM."
247,97,Infiniti,Q,1999,Orange,Violet,122374,0,6156.1,37233.09,80051.1435,"INTEGER PEDE JUSTO, LACINIA EGET, TINCIDUNT EGET, TEMPUS VEL, PEDE. MORBI PORTTITOR LOREM ID LIGULA. SUSPENDISSE ORNARE CONSEQUAT LECTUS. IN EST RISUS, AUCTOR SED, TRISTIQUE IN, TEMPUS SIT AMET, SEM. FUSCE CONSEQUAT. NULLA NISL. NUNC NISL. DUIS BIBENDUM, FELIS SED INTERDUM VENENATIS, TURPIS ENIM BLANDIT MI, IN PORTTITOR PEDE JUSTO EU MASSA. DONEC DAPIBUS. DUIS AT VELIT EU EST CONGUE ELEMENTUM."
248,44,Lexus,LS Hybrid,2010,Red,Violet,199781,0,458.81,11272.46,24235.789,"MORBI ODIO ODIO, ELEMENTUM EU, INTERDUM EU, TINCIDUNT IN, LEO. MAECENAS PULVINAR LOBORTIS EST. PHASELLUS SIT AMET ERAT. NULLA TEMPUS."
249,11,Mitsubishi,Pajero,1989,Indigo,Aquamarine,201110,1,8589.79,12017.51,25837.6465,"IN EST RISUS, AUCTOR SED, TRISTIQUE IN, TEMPUS SIT AMET, SEM. FUSCE CONSEQUAT. NULLA NISL. NUNC NISL. DUIS BIBENDUM, FELIS SED INTERDUM VENENATIS, TURPIS ENIM BLANDIT MI, IN PORTTITOR PEDE JUSTO EU MASSA. DONEC DAPIBUS. DUIS AT VELIT EU EST CONGUE ELEMENTUM."
250,79,Infiniti,G37,2009,Purple,Red,148954,2,8684.03,10707.64,23021.426,"MAECENAS TINCIDUNT LACUS AT VELIT. VIVAMUS VEL NULLA EGET EROS ELEMENTUM PELLENTESQUE. QUISQUE PORTA VOLUTPAT ERAT. QUISQUE ERAT EROS, VIVERRA EGET, CONGUE EGET, SEMPER RUTRUM, NULLA."
251,90,Buick,LeSabre,1986,Maroon,Purple,1943,3,7292.12,92363.05,198580.5575,"IN HAC HABITASSE PLATEA DICTUMST. MORBI VESTIBULUM, VELIT ID PRETIUM IACULIS, DIAM ERAT FERMENTUM JUSTO, NEC CONDIMENTUM NEQUE SAPIEN PLACERAT ANTE. NULLA JUSTO. ALIQUAM QUIS TURPIS EGET ELIT SODALES SCELERISQUE. MAURIS SIT AMET EROS."
252,,Subaru,Outback,2011,Khaki,Fuscia,106423,1,1114.88,46560.77,100105.6555,
253,30,Saturn,L-Series,2005,Purple,Khaki,76642,0,1601.58,51354.95,110413.1425,"NULLA NISL. NUNC NISL. DUIS BIBENDUM, FELIS SED INTERDUM VENENATIS, TURPIS ENIM BLANDIT MI, IN PORTTITOR PEDE JUSTO EU MASSA. DONEC DAPIBUS."
254,,Saturn,VUE,2004,Puce,Pink,60141,1,4706.83,97063.71,208686.9765,
255,72,Ford,Econoline E250,2000,Yellow,Maroon,252950,3,7585.15,61328.02,131855.243,"MORBI VESTIBULUM, VELIT ID PRETIUM IACULIS, DIAM ERAT FERMENTUM JUSTO, NEC CONDIMENTUM NEQUE SAPIEN PLACERAT ANTE. NULLA JUSTO. ALIQUAM QUIS TURPIS EGET ELIT SODALES SCELERISQUE. MAURIS SIT AMET EROS. SUSPENDISSE ACCUMSAN TORTOR QUIS TURPIS. SED ANTE. VIVAMUS TORTOR. DUIS MATTIS EGESTAS METUS."
256,62,Pontiac,6000,1988,Violet,Indigo,232971,2,5079.49,94036.78,202179.077,"UT TELLUS. NULLA UT ERAT ID MAURIS VULPUTATE ELEMENTUM. NULLAM VARIUS. NULLA FACILISI. CRAS NON VELIT NEC NISI VULPUTATE NONUMMY. MAECENAS TINCIDUNT LACUS AT VELIT. VIVAMUS VEL NULLA EGET EROS ELEMENTUM PELLENTESQUE. QUISQUE PORTA VOLUTPAT ERAT. QUISQUE ERAT EROS, VIVERRA EGET, CONGUE EGET, SEMPER RUTRUM, NULLA."
257,30,Aston Martin,DBS,2011,Green,Purple,247085,2,6607.07,75016.0,161284.4,"VESTIBULUM SED MAGNA AT NUNC COMMODO PLACERAT. PRAESENT BLANDIT. NAM NULLA. INTEGER PEDE JUSTO, LACINIA EGET, TINCIDUNT EGET, TEMPUS VEL, PEDE."
258,45,Buick,Skylark,1988,Khaki,Teal,180155,0,8605.4,72559.48,156002.882,"MAURIS ULLAMCORPER PURUS SIT AMET NULLA. QUISQUE ARCU LIBERO, RUTRUM AC, LOBORTIS VEL, DAPIBUS AT, DIAM. NAM TRISTIQUE TORTOR EU PEDE."
259,61,Chevrolet,S10,1999,Yellow,Pink,24068,0,5380.26,11593.83,24926.7345,"IN EST RISUS, AUCTOR SED, TRISTIQUE IN, TEMPUS SIT AMET, SEM. FUSCE CONSEQUAT. NULLA NISL."
260,68,Oldsmobile,Cutlass,1998,Turquoise,Pink,293857,3,7275.16,54780.14,117777.301,"SED ANTE. VIVAMUS TORTOR. DUIS MATTIS EGESTAS METUS. AENEAN FERMENTUM. DONEC UT MAURIS EGET MASSA TEMPOR CONVALLIS. NULLA NEQUE LIBERO, CONVALLIS EGET, ELEIFEND LUCTUS, ULTRICIES EU, NIBH. QUISQUE ID JUSTO SIT AMET SAPIEN DIGNISSIM VESTIBULUM."
261,92,Suzuki,Swift,1991,Indigo,Indigo,226781,2,4971.15,81901.67,176088.5905,"NULLA MOLLIS MOLESTIE LOREM. QUISQUE UT ERAT. CURABITUR GRAVIDA NISI AT NIBH. IN HAC HABITASSE PLATEA DICTUMST. ALIQUAM AUGUE QUAM, SOLLICITUDIN VITAE, CONSECTETUER EGET, RUTRUM AT, LOREM. INTEGER TINCIDUNT ANTE VEL IPSUM. PRAESENT BLANDIT LACINIA ERAT."
262,8,Jeep,Wrangler,2000,Khaki,Green,17373,1,4258.56,25326.77,54452.5555,"IN EST RISUS, AUCTOR SED, TRISTIQUE IN, TEMPUS SIT AMET, SEM. FUSCE CONSEQUAT. NULLA NISL. NUNC NISL. DUIS BIBENDUM, FELIS SED INTERDUM VENENATIS, TURPIS ENIM BLANDIT MI, IN PORTTITOR PEDE JUSTO EU MASSA. DONEC DAPIBUS. DUIS AT VELIT EU EST CONGUE ELEMENTUM. IN HAC HABITASSE PLATEA DICTUMST. MORBI VESTIBULUM, VELIT ID PRETIUM IACULIS, DIAM ERAT FERMENTUM JUSTO, NEC CONDIMENTUM NEQUE SAPIEN PLACERAT ANTE. NULLA JUSTO."
263,94,Ford,Fiesta,2013,Purple,Violet,148443,3,924.64,77695.18,167044.637,"CRAS MI PEDE, MALESUADA IN, IMPERDIET ET, COMMODO VULPUTATE, JUSTO. IN BLANDIT ULTRICES ENIM."
264,68,Ford,Mustang,2002,Red,Goldenrod,216010,0,5842.33,68834.71,147994.6265,"PROIN INTERDUM MAURIS NON LIGULA PELLENTESQUE ULTRICES. PHASELLUS ID SAPIEN IN SAPIEN IACULIS CONGUE. VIVAMUS METUS ARCU, ADIPISCING MOLESTIE, HENDRERIT AT, VULPUTATE VITAE, NISL."
265,94,Mitsubishi,Diamante,2005,Pink,Yellow,112167,1,1041.14,63470.88,136462.392,PROIN RISUS. PRAESENT LECTUS.
266,12,Toyota,T100 Xtra,1997,Fuscia,Red,114921,2,7383.04,31025.18,66704.137,UT TELLUS. NULLA UT ERAT ID MAURIS VULPUTATE ELEMENTUM. NULLAM VARIUS.
267,,Jaguar,S-Type,2008,Teal,Indigo,264627,2,7483.34,33981.99,73061.2785,
268,67,Ford,Explorer Sport Trac,2001,Aquamarine,Fuscia,151010,1,2085.09,76210.01,163851.5215,"MAECENAS TRISTIQUE, EST ET TEMPUS SEMPER, EST QUAM PHARETRA MAGNA, AC CONSEQUAT METUS SAPIEN UT NUNC. VESTIBULUM ANTE IPSUM PRIMIS IN FAUCIBUS ORCI LUCTUS ET ULTRICES POSUERE CUBILIA CURAE; MAURIS VIVERRA DIAM VITAE QUAM. SUSPENDISSE POTENTI. NULLAM PORTTITOR LACUS AT TURPIS. DONEC POSUERE METUS VITAE IPSUM. ALIQUAM NON MAURIS. MORBI NON LECTUS. ALIQUAM SIT AMET DIAM IN MAGNA BIBENDUM IMPERDIET."
269,,Ford,E-Series,2003,Aquamarine,Orange,186256,1,3983.25,5207.29,11195.6735,
270,99,Suzuki,Grand Vitara,2011,Pink,Orange,79174,1,5584.23,51659.29,111067.4735,"VESTIBULUM SED MAGNA AT NUNC COMMODO PLACERAT. PRAESENT BLANDIT. NAM NULLA. INTEGER PEDE JUSTO, LACINIA EGET, TINCIDUNT EGET, TEMPUS VEL, PEDE. MORBI PORTTITOR LOREM ID LIGULA. SUSPENDISSE ORNARE CONSEQUAT LECTUS. IN EST RISUS, AUCTOR SED, TRISTIQUE IN, TEMPUS SIT AMET, SEM."
271,92,Pontiac,Grand Am,1996,Khaki,Pink,266921,0,6837.86,87812.45,188796.7675,"INTEGER AC NEQUE. DUIS BIBENDUM. MORBI NON QUAM NEC DUI LUCTUS RUTRUM. NULLA TELLUS. IN SAGITTIS DUI VEL NISL. DUIS AC NIBH. FUSCE LACUS PURUS, ALIQUET AT, FEUGIAT NON, PRETIUM QUIS, LECTUS. SUSPENDISSE POTENTI. IN ELEIFEND QUAM A ODIO. IN HAC HABITASSE PLATEA DICTUMST."
272,22,Mazda,Mazda3,2004,Pink,Indigo,133916,3,7589.98,64194.55,138018.2825,"MORBI VESTIBULUM, VELIT ID PRETIUM IACULIS, DIAM ERAT FERMENTUM JUSTO, NEC CONDIMENTUM NEQUE SAPIEN PLACERAT ANTE. NULLA JUSTO. ALIQUAM QUIS TURPIS EGET ELIT SODALES SCELERISQUE. MAURIS SIT AMET EROS. SUSPENDISSE ACCUMSAN TORTOR QUIS TURPIS."
273,22,Hummer,H3,2006,Maroon,Purple,249801,2,970.83,31283.35,67259.2025,"NULLA TEMPUS. VIVAMUS IN FELIS EU SAPIEN CURSUS VESTIBULUM. PROIN EU MI. NULLA AC ENIM. IN TEMPOR, TURPIS NEC EUISMOD SCELERISQUE, QUAM TURPIS ADIPISCING LOREM, VITAE MATTIS NIBH LIGULA NEC SEM. DUIS ALIQUAM CONVALLIS NUNC. PROIN AT TURPIS A PEDE POSUERE NONUMMY."
274,82,Chevrolet,Suburban 2500,2007,Indigo,Khaki,169365,0,6286.84,60084.32,129181.288,"DUIS BIBENDUM, FELIS SED INTERDUM VENENATIS, TURPIS ENIM BLANDIT MI, IN PORTTITOR PEDE JUSTO EU MASSA. DONEC DAPIBUS. DUIS AT VELIT EU EST CONGUE ELEMENTUM. IN HAC HABITASSE PLATEA DICTUMST. MORBI VESTIBULUM, VELIT ID PRETIUM IACULIS, DIAM ERAT FERMENTUM JUSTO, NEC CONDIMENTUM NEQUE SAPIEN PLACERAT ANTE. NULLA JUSTO. ALIQUAM QUIS TURPIS EGET ELIT SODALES SCELERISQUE."
275,,Mazda,MX-6,1996,Green,Purple,198025,2,3767.09,6162.01,13248.3215,
276,93,Dodge,Ram 3500,2010,Fuscia,Crimson,136539,2,752.36,7857.48,16893.582,"VIVAMUS VEL NULLA EGET EROS ELEMENTUM PELLENTESQUE. QUISQUE PORTA VOLUTPAT ERAT. QUISQUE ERAT EROS, VIVERRA EGET, CONGUE EGET, SEMPER RUTRUM, NULLA. NUNC PURUS. PHASELLUS IN FELIS. DONEC SEMPER SAPIEN A LIBERO. NAM DUI."
277,14,Mercury,Mariner,2011,Maroon,Red,11365,3,403.72,94880.59,203993.2685,DONEC POSUERE METUS VITAE IPSUM. ALIQUAM NON MAURIS. MORBI NON LECTUS.
278,14,Hyundai,Santa Fe,2005,Orange,Pink,293837,3,5139.48,58202.28,125134.902,"CURABITUR AT IPSUM AC TELLUS SEMPER INTERDUM. MAURIS ULLAMCORPER PURUS SIT AMET NULLA. QUISQUE ARCU LIBERO, RUTRUM AC, LOBORTIS VEL, DAPIBUS AT, DIAM. NAM TRISTIQUE TORTOR EU PEDE."
279,,Chevrolet,Suburban 1500,1992,Red,Turquoise,221561,3,3256.71,75917.13,163221.8295,
280,44,GMC,Sonoma,2002,Turquoise,Turquoise,283684,3,2088.37,13347.87,28697.9205,"VESTIBULUM AC EST LACINIA NISI VENENATIS TRISTIQUE. FUSCE CONGUE, DIAM ID ORNARE IMPERDIET, SAPIEN URNA PRETIUM NISL, UT VOLUTPAT SAPIEN ARCU SED AUGUE. ALIQUAM ERAT VOLUTPAT. IN CONGUE. ETIAM JUSTO. ETIAM PRETIUM IACULIS JUSTO. IN HAC HABITASSE PLATEA DICTUMST. ETIAM FAUCIBUS CURSUS URNA. UT TELLUS."
281,,Volkswagen,GTI,1992,Goldenrod,Turquoise,68661,3,5992.57,8763.88,18842.342,
282,40,Ford,Mustang,1972,Yellow,Khaki,109479,3,3697.75,65198.72,140177.248,"CURABITUR GRAVIDA NISI AT NIBH. IN HAC HABITASSE PLATEA DICTUMST. ALIQUAM AUGUE QUAM, SOLLICITUDIN VITAE, CONSECTETUER EGET, RUTRUM AT, LOREM. INTEGER TINCIDUNT ANTE VEL IPSUM. PRAESENT BLANDIT LACINIA ERAT."
283,24,GMC,Savana 2500,1999,Turquoise,Khaki,235728,1,5151.6,30885.39,66403.5885,"LOREM IPSUM DOLOR SIT AMET, CONSECTETUER ADIPISCING ELIT. PROIN INTERDUM MAURIS NON LIGULA PELLENTESQUE ULTRICES. PHASELLUS ID SAPIEN IN SAPIEN IACULIS CONGUE. VIVAMUS METUS ARCU, ADIPISCING MOLESTIE, HENDRERIT AT, VULPUTATE VITAE, NISL. AENEAN LECTUS. PELLENTESQUE EGET NUNC. DONEC QUIS ORCI EGET ORCI VEHICULA CONDIMENTUM."
284,91,Acura,RL,2002,Crimson,Puce,231034,1,8330.65,83812.49,180196.8535,"PELLENTESQUE ULTRICES MATTIS ODIO. DONEC VITAE NISI. NAM ULTRICES, LIBERO NON MATTIS PULVINAR, NULLA PEDE ULLAMCORPER AUGUE, A SUSCIPIT NULLA ELIT AC NULLA. SED VEL ENIM SIT AMET NUNC VIVERRA DAPIBUS. NULLA SUSCIPIT LIGULA IN LACUS. CURABITUR AT IPSUM AC TELLUS SEMPER INTERDUM."
285,55,Lexus,GS,2002,Puce,Turquoise,75328,2,7340.49,84919.18,182576.237,"PELLENTESQUE VIVERRA PEDE AC DIAM. CRAS PELLENTESQUE VOLUTPAT DUI. MAECENAS TRISTIQUE, EST ET TEMPUS SEMPER, EST QUAM PHARETRA MAGNA, AC CONSEQUAT METUS SAPIEN UT NUNC. VESTIBULUM ANTE IPSUM PRIMIS IN FAUCIBUS ORCI LUCTUS ET ULTRICES POSUERE CUBILIA CURAE; MAURIS VIVERRA DIAM VITAE QUAM. SUSPENDISSE POTENTI. NULLAM PORTTITOR LACUS AT TURPIS. DONEC POSUERE METUS VITAE IPSUM."
286,,Ford,Crown Victoria,2001,Blue,Goldenrod,159839,1,5898.65,10938.37,23517.4955,
287,20,Volkswagen,GTI,1995,Turquoise,Indigo,219638,0,3166.76,55703.41,119762.3315,"PROIN LEO ODIO, PORTTITOR ID, CONSEQUAT IN, CONSEQUAT UT, NULLA. SED ACCUMSAN FELIS. UT AT DOLOR QUIS ODIO CONSEQUAT VARIUS."
288,41,Volvo,S80,2000,Goldenrod,Pink,136129,0,523.79,57809.19,124289.7585,"INTEGER NON VELIT. DONEC DIAM NEQUE, VESTIBULUM EGET, VULPUTATE UT, ULTRICES VEL, AUGUE. VESTIBULUM ANTE IPSUM PRIMIS IN FAUCIBUS ORCI LUCTUS ET ULTRICES POSUERE CUBILIA CURAE; DONEC PHARETRA, MAGNA VESTIBULUM ALIQUET ULTRICES, ERAT TORTOR SOLLICITUDIN MI, SIT AMET LOBORTIS SAPIEN SAPIEN NON MI. INTEGER AC NEQUE. DUIS BIBENDUM. MORBI NON QUAM NEC DUI LUCTUS RUTRUM. NULLA TELLUS. IN SAGITTIS DUI VEL NISL. DUIS AC NIBH. FUSCE LACUS PURUS, ALIQUET AT, FEUGIAT NON, PRETIUM QUIS, LECTUS."
289,94,Mitsubishi,L300,1988,Turquoise,Puce,51866,0,5223.75,22214.55,47761.2825,"PELLENTESQUE EGET NUNC. DONEC QUIS ORCI EGET ORCI VEHICULA CONDIMENTUM. CURABITUR IN LIBERO UT MASSA VOLUTPAT CONVALLIS. MORBI ODIO ODIO, ELEMENTUM EU, INTERDUM EU, TINCIDUNT IN, LEO. MAECENAS PULVINAR LOBORTIS EST. PHASELLUS SIT AMET ERAT."
290,33,Toyota,Tundra,2004,Blue,Blue,260167,2,1949.24,39844.19,85665.0085,"MAECENAS RHONCUS ALIQUAM LACUS. MORBI QUIS TORTOR ID NULLA ULTRICES ALIQUET. MAECENAS LEO ODIO, CONDIMENTUM ID, LUCTUS NEC, MOLESTIE SED, JUSTO. PELLENTESQUE VIVERRA PEDE AC DIAM. CRAS PELLENTESQUE VOLUTPAT DUI. MAECENAS TRISTIQUE, EST ET TEMPUS SEMPER, EST QUAM PHARETRA MAGNA, AC CONSEQUAT METUS SAPIEN UT NUNC. VESTIBULUM ANTE IPSUM PRIMIS IN FAUCIBUS ORCI LUCTUS ET ULTRICES POSUERE CUBILIA CURAE; MAURIS VIVERRA DIAM VITAE QUAM. SUSPENDISSE POTENTI. NULLAM PORTTITOR LACUS AT TURPIS."
291,,Chevrolet,Silverado 2500,2008,Puce,Aquamarine,142511,0,4165.89,20751.96,44616.714,
292,35,BMW,M5,2003,Puce,Turquoise,220050,0,8774.92,37893.28,81470.552,ETIAM VEL AUGUE. VESTIBULUM RUTRUM RUTRUM NEQUE.
293,,Ford,Tempo,1987,Purple,Crimson,36582,1,6032.07,74452.03,160071.8645,
294,70,Porsche,911,1986,Red,Red,39087,0,2862.42,37956.95,81607.4425,"IN SAGITTIS DUI VEL NISL. DUIS AC NIBH. FUSCE LACUS PURUS, ALIQUET AT, FEUGIAT NON, PRETIUM QUIS, LECTUS. SUSPENDISSE POTENTI. IN ELEIFEND QUAM A ODIO. IN HAC HABITASSE PLATEA DICTUMST. MAECENAS UT MASSA QUIS AUGUE LUCTUS TINCIDUNT. NULLA MOLLIS MOLESTIE LOREM. QUISQUE UT ERAT. CURABITUR GRAVIDA NISI AT NIBH."
295,,Volkswagen,New Beetle,1998,Crimson,Red,291804,3,2822.29,51468.4,110657.06,
296,83,Chrysler,Concorde,1995,Fuscia,Maroon,139185,0,5649.9,27330.31,58760.1665,"IN SAGITTIS DUI VEL NISL. DUIS AC NIBH. FUSCE LACUS PURUS, ALIQUET AT, FEUGIAT NON, PRETIUM QUIS, LECTUS."
297,76,Jaguar,XJ Series,2003,Crimson,Violet,241783,2,5561.79,44389.99,95438.4785,"VESTIBULUM ANTE IPSUM PRIMIS IN FAUCIBUS ORCI LUCTUS ET ULTRICES POSUERE CUBILIA CURAE; DUIS FAUCIBUS ACCUMSAN ODIO. CURABITUR CONVALLIS. DUIS CONSEQUAT DUI NEC NISI VOLUTPAT ELEIFEND. DONEC UT DOLOR. MORBI VEL LECTUS IN QUAM FRINGILLA RHONCUS. MAURIS ENIM LEO, RHONCUS SED, VESTIBULUM SIT AMET, CURSUS ID, TURPIS. INTEGER ALIQUET, MASSA ID LOBORTIS CONVALLIS, TORTOR RISUS DAPIBUS AUGUE, VEL ACCUMSAN TELLUS NISI EU ORCI. MAURIS LACINIA SAPIEN QUIS LIBERO. NULLAM SIT AMET TURPIS ELEMENTUM LIGULA VEHICULA CONSEQUAT. MORBI A IPSUM."
298,50,Ford,F250,2009,Blue,Purple,299451,1,8937.75,23496.23,50516.8945,"DUIS AC NIBH. FUSCE LACUS PURUS, ALIQUET AT, FEUGIAT NON, PRETIUM QUIS, LECTUS. SUSPENDISSE POTENTI. IN ELEIFEND QUAM A ODIO."
299,8,Mercury,Cougar,1992,Fuscia,Maroon,209576,0,7276.9,49358.13,106119.9795,"DUIS CONSEQUAT DUI NEC NISI VOLUTPAT ELEIFEND. DONEC UT DOLOR. MORBI VEL LECTUS IN QUAM FRINGILLA RHONCUS. MAURIS ENIM LEO, RHONCUS SED, VESTIBULUM SIT AMET, CURSUS ID, TURPIS. INTEGER ALIQUET, MASSA ID LOBORTIS CONVALLIS, TORTOR RISUS DAPIBUS AUGUE, VEL ACCUMSAN TELLUS NISI EU ORCI. MAURIS LACINIA SAPIEN QUIS LIBERO. NULLAM SIT AMET TURPIS ELEMENTUM LIGULA VEHICULA CONSEQUAT."
300,100,Honda,Passport,2000,Fuscia,Teal,102531,1,7488.07,57208.77,122998.8555,ETIAM FAUCIBUS CURSUS URNA. UT TELLUS. NULLA UT ERAT ID MAURIS VULPUTATE ELEMENTUM. NULLAM VARIUS.
